Customer_ID,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize
1061560,6,S,U,2,M,5,,,A
1061561,,,U,,,,,,
1061562,,,U,,,,,,
1061563,4,S,M,4,M,9,2,C,A
1061564,,,U,,,,,,
1061565,4,M,U,1,M,7,,,
1061566,,,,,,,,,
1061567,5,S,S,2,M,7,1,,A
1061568,13,S,S,3,M,8,2,I,A
1061569,,,U,1,M,6,,C,
1061570,7,S,M,1,M,6,,C,A
1061571,1,M,S,2,M,3,,C,I
1061572,,,U,,,,,,
1061573,1,,S,1,M,7,2,C,
1061574,1,S,U,1,M,5,,A,A
1061575,2,S,M,3,M,6,,C,A
1061576,2,,S,1,M,7,2,C,
1061577,,,U,,,,,,
1061578,15,S,U,2,M,6,1,C,A
1061579,,,U,,,,,,
1061580,,,B,1,M,6,2,C,
1061581,7,S,M,5,M,6,1,I,A
1061582,,,U,,,,,,
1061583,,,U,,,,,,
1061584,,,U,,,,,,
1061585,,,U,,,,,,
1061586,1,M,U,2,M,1,1,A,H
1061587,7,S,M,3,M,9,2,,
1061588,5,M,S,2,M,4,1,C,J
1061589,6,S,U,4,M,3,2,,A
1061590,10,M,M,3,M,1,3,C,O
1061591,8,S,A,4,M,7,1,I,A
1061592,5,S,M,3,M,9,2,I,A
1061593,,,U,,,,,,
1061594,,,U,,,,,,
1061595,14,S,M,4,M,7,,C,A
1061596,,,U,1,M,4,,C,
1061597,15,S,M,5,M,9,2,,A
1061598,,M,U,1,M,,,C,
1061599,,,U,,,,,,
1061600,,,U,,,,,,
1061601,,,U,,,,,,
1061602,1,M,S,1,M,6,,,C
1061603,10,S,M,3,M,8,2,C,A
1061604,15,M,M,4,M,5,,C,N
1061605,,,U,,,,,,
1061606,15,S,M,4,M,7,2,,A
1061607,7,M,S,2,M,7,1,I,B
1061608,,,U,,M,,,,
1061609,,,U,1,M,,,C,
1061610,,,U,,,,,,
1061611,6,M,S,4,M,4,,C,N
1061612,2,S,M,3,M,7,2,C,A
1061613,3,M,S,3,M,4,1,I,N
1061614,,,U,,,,,,
1061615,5,M,M,1,M,4,,C,
1061616,,,U,,,,,,
1061617,,M,B,1,M,6,2,C,
1061618,,,U,,,,,,
1061619,1,M,M,2,M,6,1,I,C
1061620,2,S,S,2,M,6,,G,A
1061621,,,U,,,,,,
1061622,10,,S,1,M,4,2,C,
1061623,13,S,M,3,M,7,,,A
1061624,5,S,M,4,M,6,1,C,A
1061625,11,S,M,5,M,9,1,C,A
1061626,6,S,U,2,M,6,,C,A
1061627,15,S,M,3,M,6,1,C,A
1061628,5,S,A,3,M,7,,,A
1061629,7,M,S,2,M,1,1,C,B
1061630,,,U,,,,,,
1061631,13,M,M,2,M,6,1,C,B
1061632,,,B,1,M,6,1,C,
1061633,,,U,,,,,,
1061634,9,S,M,5,M,9,2,,A
1061635,8,S,U,2,M,9,2,C,A
1061636,,,U,,,,,,
1061637,,,U,,,,,,
1061638,9,S,M,2,M,8,2,C,A
1061639,,,U,,,,,,
1061640,2,M,A,2,M,5,1,C,B
1061641,3,M,U,2,M,1,1,A,B
1061642,11,S,M,3,M,9,1,,A
1061643,,,U,1,M,,,A,
1061644,,M,S,1,M,5,,A,
1061645,15,S,M,2,M,3,,I,A
1061646,,,U,,,,,,
1061647,,,U,,,,,,
1061648,,,U,,,,,,
1061649,8,S,S,6,M,4,2,,A
1061650,2,S,U,2,M,5,,,A
1061651,,,U,,,,,,
1061652,,,U,1,M,,,A,
1061653,7,S,M,5,M,5,3,,A
1061654,9,S,M,4,M,6,1,I,A
1061655,4,M,U,2,M,7,,,C
1061656,,,U,,,,,,
1061657,1,M,M,1,M,9,,C,B
1061658,5,,S,1,M,6,1,C,
1061659,,,U,1,M,,,A,
1061660,4,S,S,1,M,5,,C,A
1061661,,,U,,,,,,
1061662,,,U,,,,,,
1061663,1,S,M,6,M,3,1,,A
1061664,,,U,1,M,,,,
1061665,15,M,B,1,M,4,1,C,C
1061666,,,U,,,,,,
1061667,,,U,,,,,,
1061668,7,S,U,6,M,7,2,,A
1061669,1,M,M,2,M,9,1,C,B
1061670,15,S,M,2,M,3,,G,A
1061671,,,U,,,,,,
1061672,,,S,2,M,3,,C,
1061673,,,U,,,,,,
1061674,,M,S,1,M,6,,C,
1061675,,,U,,,,,,
1061676,1,S,A,2,M,6,1,C,A
1061677,,,U,,,,,,
1061678,15,S,U,6,M,6,3,,
1061679,,,U,,,,,,
1061680,15,M,M,3,M,3,,C,B
1061681,0,S,A,3,M,9,2,I,A
1061682,15,S,M,4,M,6,3,C,A
1061683,15,S,S,4,M,4,3,,A
1061684,1,S,A,2,M,7,2,C,A
1061685,15,S,U,3,M,5,,C,A
1061686,5,S,U,6,M,6,1,,A
1061687,1,S,S,1,M,1,2,C,A
1061688,,,U,,M,,,,
1061689,,M,S,1,M,4,1,C,
1061690,3,,A,4,M,7,1,C,
1061691,,,U,,,,,,
1061692,4,S,U,2,M,6,2,C,A
1061693,,,S,1,M,,,C,
1061694,2,S,M,6,M,8,2,C,A
1061695,,,,,,,,,
1061696,2,S,B,1,M,7,1,C,A
1061697,4,M,S,2,M,2,,H,C
1061698,3,S,S,4,M,6,3,C,A
1061699,,,U,,,,,,
1061700,,,U,,,,,,
1061701,,,U,,,,,,
1061702,,,U,,,,,,
1061703,10,S,M,4,M,6,1,I,A
1061704,9,S,M,3,M,4,1,C,A
1061705,,,U,,,,,,
1061706,,,U,,,,,,
1061707,,,U,,,,,,
1061708,9,S,M,1,M,9,2,C,A
1061709,,,U,,,,,,
1061710,,M,U,1,M,7,1,,
1061711,,,U,,,,,,
1061712,2,M,M,3,M,5,2,,D
1061713,1,S,U,,M,,,,
1061714,5,S,U,4,M,7,3,,A
1061715,1,M,S,1,M,7,2,C,
1061716,,,U,,,,,,
1061717,12,S,M,4,M,8,,,A
1061718,,,U,,,,,,
1061719,8,M,S,3,M,5,1,C,C
1061720,,,U,,,,,,
1061721,3,S,M,1,M,3,3,C,A
1061722,,M,U,1,M,,,C,
1061723,,,U,,,,,,
1061724,1,M,B,1,M,3,1,C,B
1061725,,,U,,,,,,
1061726,,,U,,,,,,
1061727,11,M,S,1,M,9,,C,B
1061728,,,U,,M,,,,
1061729,4,M,S,2,M,4,1,C,G
1061730,,,U,,,,,,
1061731,3,M,U,6,M,2,1,,B
1061732,4,M,M,1,M,9,2,C,O
1061733,9,S,U,6,M,9,2,,A
1061734,15,S,M,4,M,6,1,C,A
1061735,4,,U,1,M,9,1,C,
1061736,6,S,M,3,M,9,1,C,A
1061737,14,S,M,3,M,6,1,I,A
1061738,,,U,,,,,,
1061739,5,S,M,3,M,4,2,C,A
1061740,1,S,M,2,M,7,,C,A
1061741,7,S,M,4,M,5,2,,A
1061742,,,U,,,,,,
1061743,15,S,S,4,M,7,2,C,A
1061744,,,U,,,,,,
1061745,,,U,2,M,4,2,I,
1061746,3,S,M,3,M,6,1,I,A
1061747,15,S,M,3,M,9,3,I,A
1061748,,,U,,,,,,
1061749,4,S,S,2,M,5,1,I,A
1061750,15,S,M,3,M,3,1,C,B
1061751,,,U,,,,,,
1061752,5,M,M,4,M,7,2,,C
1061753,1,S,U,2,M,,,A,
1061754,2,S,M,2,M,6,2,I,A
1061755,1,S,B,1,M,6,,C,A
1061756,3,S,M,3,M,7,,C,A
1061757,,,U,,M,,,,
1061758,9,S,S,3,M,5,1,C,A
1061759,4,S,M,6,M,6,2,,A
1061760,0,S,M,1,M,7,2,C,A
1061761,4,,S,1,M,8,2,,
1061762,11,S,S,5,M,3,,,A
1061763,2,S,B,1,M,6,2,B,A
1061764,,,,,,,,,
1061765,,,U,,,,,,
1061766,2,S,M,1,M,7,2,C,A
1061767,3,S,M,4,M,1,1,I,A
1061768,10,S,U,3,M,6,2,C,A
1061769,15,,U,1,M,6,2,C,
1061770,,,U,,,,,,
1061771,4,S,U,2,M,6,2,,A
1061772,4,S,M,2,M,7,1,C,A
1061773,10,M,M,3,M,6,2,I,B
1061774,,,U,,,,,,
1061775,2,S,U,3,M,9,1,I,A
1061776,8,M,M,2,M,9,1,I,B
1061777,9,S,M,4,M,6,1,I,A
1061778,,,U,,,,,,
1061779,,,U,2,M,8,2,C,
1061780,,,U,,,,,,
1061781,15,S,U,3,M,9,,,A
1061782,1,M,U,2,M,3,2,C,K
1061783,0,M,U,2,M,5,1,I,H
1061784,9,S,S,2,M,3,2,I,A
1061785,14,S,M,5,M,5,1,I,A
1061786,10,M,U,3,M,6,2,,A
1061787,1,M,B,1,M,7,,A,K
1061788,,,U,1,M,,,,
1061789,5,S,S,3,M,4,3,,A
1061790,4,S,M,2,M,7,,I,A
1061791,6,M,M,4,M,5,2,I,B
1061792,15,S,M,6,M,2,1,I,
1061793,2,S,U,3,M,2,,,A
1061794,,,U,,,,,,
1061795,,,U,1,M,7,,,
1061796,5,M,A,4,M,6,2,I,D
1061797,,,U,,,,,,
1061798,15,S,U,2,M,6,1,I,A
1061799,2,M,B,1,M,6,,C,J
1061800,,,U,,,,,,
1061801,14,S,M,2,M,9,1,I,A
1061802,0,,M,2,M,7,1,G,
1061803,6,S,U,2,M,7,1,C,A
1061804,,,U,,,,,,
1061805,1,M,S,1,M,6,2,C,
1061806,2,S,M,2,M,7,1,C,A
1061807,8,S,M,4,M,6,2,I,A
1061808,15,S,M,4,M,7,1,C,A
1061809,5,S,S,2,M,1,3,C,A
1061810,3,S,S,3,M,4,1,,A
1061811,5,S,U,2,M,7,,B,A
1061812,3,M,M,2,M,6,2,I,D
1061813,5,S,U,2,M,7,,B,A
1061814,11,S,M,4,M,9,1,I,A
1061815,4,S,S,6,M,2,1,,A
1061816,15,S,M,3,M,3,,C,A
1061817,,,U,,,,,,
1061818,,,U,3,M,7,,,
1061819,,,,,,,,,
1061820,,,U,1,M,,,A,
1061821,4,S,M,4,M,7,2,I,A
1061822,14,S,U,3,M,9,1,C,A
1061823,15,S,M,2,M,6,,C,A
1061824,0,S,U,2,M,5,1,C,A
1061825,6,S,U,5,M,6,2,C,A
1061826,2,M,U,2,M,6,,C,C
1061827,8,S,S,1,M,6,1,C,A
1061828,11,M,U,2,M,6,2,C,B
1061829,3,,S,1,M,7,2,C,
1061830,7,S,S,4,M,4,2,C,A
1061831,,,U,4,M,5,1,C,
1061832,,,U,,,,,,
1061833,2,S,S,1,M,1,,C,A
1061834,6,S,U,2,M,9,2,I,A
1061835,4,S,M,2,M,6,1,C,A
1061836,7,S,S,3,M,6,,I,A
1061837,,,U,,,,,,
1061838,1,S,M,3,M,9,2,,A
1061839,8,S,A,4,M,4,2,I,A
1061840,8,S,M,4,M,6,,,A
1061841,5,S,A,3,M,6,2,C,A
1061842,2,S,B,1,M,5,,,
1061843,,,U,,,,,,
1061844,1,S,U,2,M,3,,C,A
1061845,,,U,,,,,,
1061846,5,S,M,2,M,7,,C,A
1061847,3,,U,1,M,7,2,C,
1061848,15,S,M,6,M,3,2,,A
1061849,,M,U,1,M,4,,,
1061850,15,M,S,1,M,7,,C,J
1061851,5,S,U,2,M,4,1,C,A
1061852,1,S,M,2,M,4,2,C,A
1061853,1,S,M,4,M,6,2,,A
1061854,,,S,1,M,,,A,
1061855,,,U,,,,,,
1061856,6,S,B,1,M,9,2,C,A
1061857,,,U,3,M,9,,C,
1061858,,,U,,,,,,
1061859,,M,U,1,M,,,C,
1061860,,,U,1,M,,,C,
1061861,2,S,M,2,M,8,,I,A
1061862,4,M,U,2,M,7,,,O
1061863,,,,,,,,,
1061864,6,,U,1,M,5,,C,
1061865,,,U,,,,,,
1061866,1,M,U,2,M,7,2,I,
1061867,2,S,S,1,M,3,2,C,A
1061868,,,U,,,,,,
1061869,1,S,M,2,M,4,1,,A
1061870,,,,,,,,,
1061871,,,S,1,M,6,,C,
1061872,2,M,B,1,M,5,1,A,B
1061873,8,S,S,1,M,6,,C,A
1061874,,,U,1,M,,,A,
1061875,3,S,B,1,M,6,1,C,A
1061876,,,S,1,M,7,1,C,
1061877,8,S,M,5,M,6,,C,A
1061878,12,S,M,3,M,9,1,,A
1061879,15,S,M,5,M,9,1,,A
1061880,4,S,M,2,M,6,1,C,A
1061881,15,S,M,5,M,5,,C,A
1061882,2,S,S,3,M,4,3,,A
1061883,,,U,1,M,6,1,C,
1061884,2,M,U,2,M,3,1,C,L
1061885,,M,B,1,M,7,,C,
1061886,,,U,,,,,,
1061887,,,U,,,,,,
1061888,10,S,M,3,M,7,1,C,A
1061889,,M,S,1,M,4,2,A,
1061890,2,M,S,3,M,4,1,C,E
1061891,3,S,M,5,M,7,2,C,A
1061892,1,,A,2,M,7,2,C,
1061893,5,S,M,1,M,6,2,C,A
1061894,1,S,U,2,M,4,1,A,A
1061895,12,M,S,3,M,9,2,I,A
1061896,1,S,U,2,M,5,1,I,A
1061897,,,,,,,,,
1061898,,,U,,,,,,
1061899,13,S,M,2,M,7,1,C,A
1061900,1,S,M,6,M,6,1,,A
1061901,15,S,M,3,M,7,,C,A
1061902,,,U,,,,,,
1061903,,,U,,,,,,
1061904,,,U,,,,,,
1061905,,,,,,,,,
1061906,15,M,S,4,M,3,,I,K
1061907,1,M,U,2,M,1,1,A,B
1061908,,,U,,,,,,
1061909,15,S,M,6,M,6,1,,A
1061910,,,U,,,,,,
1061911,5,,M,2,M,6,2,G,
1061912,,,U,,,,,,
1061913,2,S,M,2,M,5,2,C,A
1061914,2,M,U,1,M,6,,B,B
1061915,1,S,S,2,M,5,2,C,A
1061916,5,S,M,1,M,6,2,,A
1061917,0,M,B,1,M,3,,C,E
1061918,5,S,M,1,M,6,2,,A
1061919,8,S,M,1,M,9,1,C,A
1061920,,,U,1,M,5,1,C,
1061921,7,M,S,2,M,6,,C,
1061922,9,S,M,4,M,7,1,C,A
1061923,2,S,M,1,M,7,,B,A
1061924,1,M,S,2,M,1,3,I,H
1061925,4,S,A,2,M,3,1,C,A
1061926,4,M,S,1,M,2,1,A,B
1061927,,,S,1,M,6,,C,
1061928,1,M,B,1,M,6,1,B,B
1061929,8,S,S,1,M,4,1,C,A
1061930,7,M,A,4,M,4,1,I,B
1061931,,,U,,,,,,
1061932,1,,S,1,M,6,,A,
1061933,,,U,,,,,,
1061934,1,S,M,3,M,9,2,C,A
1061935,,,S,1,M,6,,A,
1061936,0,M,S,1,M,6,1,C,D
1061937,,S,M,2,M,7,,I,
1061938,,,,,,,,,
1061939,0,S,U,1,M,7,,A,A
1061940,,,U,,,,,,
1061941,2,S,M,3,M,6,1,C,A
1061942,,,U,,,,,,
1061943,0,M,B,1,M,4,2,C,N
1061944,,,U,,,,,,
1061945,0,M,U,1,M,3,,B,E
1061946,,,U,,,,,,
1061947,,,,,,,,,
1061948,12,S,A,5,M,9,1,,A
1061949,1,S,S,3,M,5,2,,A
1061950,12,S,M,6,M,9,2,,A
1061951,12,S,M,5,M,9,,I,A
1061952,,,U,,,,,,
1061953,,,U,,,,,,
1061954,6,S,A,3,M,2,,C,A
1061955,,,U,2,M,6,,C,
1061956,7,S,M,2,M,1,,C,A
1061957,,,U,,,,,,
1061958,3,S,M,3,M,9,1,I,A
1061959,,,U,,,,,,
1061960,15,S,S,5,M,6,2,H,A
1061961,,,U,,,,,,
1061962,2,S,B,1,M,6,,,A
1061963,,,U,,,,,,
1061964,12,S,S,3,M,1,2,,A
1061965,,,,,,,,,
1061966,3,,U,2,M,6,,G,
1061967,9,S,M,2,M,6,,C,A
1061968,3,S,B,1,M,9,2,C,A
1061969,0,M,U,1,M,3,,B,F
1061970,1,S,B,1,M,2,1,C,A
1061971,,,U,,,,,,
1061972,1,S,S,1,M,4,1,C,A
1061973,,,U,,,,,,
1061974,,,U,,,,,,
1061975,3,S,M,4,M,7,2,,A
1061976,,,U,,,,,,
1061977,10,S,M,4,M,7,2,I,A
1061978,11,S,M,5,M,8,1,,A
1061979,,,U,,,,,,
1061980,,,,,,,,,
1061981,,,U,,,,,,
1061982,1,S,B,1,M,1,2,C,A
1061983,,,U,,,,,,
1061984,3,S,M,4,M,6,2,C,A
1061985,5,S,U,2,M,6,2,I,A
1061986,4,S,A,4,M,4,1,I,A
1061987,8,S,U,3,M,9,1,C,A
1061988,,,S,4,M,3,,C,
1061989,,,U,,,,,,
1061990,5,S,M,2,M,7,2,C,A
1061991,,,U,,,,,,
1061992,6,S,B,1,M,5,1,,A
1061993,2,S,B,1,M,6,2,C,A
1061994,2,M,S,3,M,7,1,C,O
1061995,1,M,U,1,M,1,,A,N
1061996,1,M,M,2,M,9,1,C,D
1061997,0,S,M,2,M,5,1,I,A
1061998,,,U,,,,,,
1061999,,,U,,,,,,
1062000,,,U,,,,,,
1062001,,,U,,,,,,
1062002,,,U,,,,,,
1062003,2,S,U,2,M,5,2,C,A
1062004,,,B,1,M,7,1,C,
1062005,3,S,S,1,M,6,1,C,A
1062006,,,U,,,,,,
1062007,2,S,B,1,M,4,2,C,A
1062008,2,,A,4,M,7,2,,
1062009,,,U,,,,,,
1062010,2,M,M,1,M,9,1,C,C
1062011,0,S,M,2,M,9,,C,A
1062012,2,M,B,1,M,6,,C,
1062013,7,S,M,2,M,6,1,C,A
1062014,2,S,M,2,M,4,1,I,A
1062015,11,S,U,3,M,1,1,,A
1062016,0,S,U,,M,,,,
1062017,,,U,,,,,,
1062018,9,S,U,2,M,5,,C,A
1062019,15,S,M,5,M,9,,,A
1062020,3,M,M,3,M,7,1,I,B
1062021,,,U,,,,,,
1062022,,,U,,,,,,
1062023,,,U,2,M,7,,C,
1062024,1,S,A,6,M,4,2,C,A
1062025,1,S,M,2,M,6,1,C,B
1062026,,,U,,,,,,
1062027,,,U,,,,,,
1062028,8,M,M,2,M,7,1,C,E
1062029,12,S,M,3,M,6,1,C,A
1062030,,,,,,,,,
1062031,6,S,S,3,M,1,2,I,A
1062032,11,S,S,4,M,9,2,C,A
1062033,7,M,M,3,M,4,,,B
1062034,,,U,1,M,,,,
1062035,8,,S,1,M,1,,C,
1062036,,,U,,,,,,
1062037,15,M,M,4,M,6,2,,B
1062038,,,U,,,,,,
1062039,4,S,B,1,M,6,,C,A
1062040,,,U,,,,,,
1062041,1,,S,3,M,6,2,I,
1062042,,,U,,,,,,
1062043,2,S,U,3,M,5,,C,A
1062044,1,S,M,3,M,9,,B,A
1062045,,,U,,,,,,
1062046,1,,A,2,M,6,,I,
1062047,5,S,S,2,M,6,2,C,A
1062048,11,M,S,1,M,8,,C,O
1062049,7,S,S,2,M,5,,C,A
1062050,10,,U,3,M,6,,C,
1062051,0,S,M,2,M,6,,B,A
1062052,,,U,,,,,,
1062053,,,U,,,,,,
1062054,,,U,,,,,,
1062055,,,U,,,,,,
1062056,,,,,,,,,
1062057,7,S,M,2,M,6,1,C,A
1062058,1,M,B,1,M,7,1,C,C
1062059,,,U,,,,,,
1062060,15,S,U,2,M,4,1,C,A
1062061,4,M,U,4,M,3,2,G,N
1062062,15,S,M,2,M,5,1,C,A
1062063,,M,U,1,M,6,2,C,
1062064,15,S,M,5,M,7,2,,A
1062065,,,U,2,M,,,C,
1062066,12,S,U,2,M,2,1,B,A
1062067,15,S,S,3,M,6,1,I,A
1062068,4,S,S,2,M,1,2,C,A
1062069,15,M,M,3,M,9,2,C,B
1062070,3,S,B,1,M,3,,C,
1062071,,,U,,M,,,,
1062072,,,U,,,,,,
1062073,3,M,M,2,M,7,,C,K
1062074,,,U,,,,,,
1062075,1,S,M,6,M,6,2,,A
1062076,6,S,M,4,M,9,2,C,A
1062077,7,S,A,2,M,4,,I,A
1062078,4,S,M,2,M,5,,B,A
1062079,,,U,,,,,,
1062080,2,M,S,2,M,5,,C,L
1062081,2,S,M,6,M,9,2,C,A
1062082,2,S,M,2,M,7,2,C,A
1062083,,,U,,,,,,
1062084,1,M,M,3,M,8,,C,A
1062085,,,U,,,,,,
1062086,4,S,A,2,M,4,,,A
1062087,5,S,M,2,M,6,1,C,A
1062088,,,U,,,,,,
1062089,,M,U,1,M,6,,C,
1062090,1,S,A,2,M,6,2,C,A
1062091,11,M,M,3,M,9,1,C,N
1062092,15,S,S,2,M,7,,C,A
1062093,8,S,M,2,M,6,2,I,A
1062094,1,M,S,1,M,2,,C,A
1062095,6,S,M,2,M,3,2,C,A
1062096,,,U,,,,,,
1062097,15,S,S,5,M,6,2,,A
1062098,,,U,,,,,,
1062099,,,U,,,,,,
1062100,,,U,,,,,,
1062101,8,S,U,3,M,4,1,I,A
1062102,,,U,,,,,,
1062103,15,S,M,6,M,5,,,A
1062104,2,S,M,2,M,5,1,I,A
1062105,,,U,,,,,,
1062106,1,S,M,3,M,6,3,C,A
1062107,4,S,U,2,M,6,2,C,A
1062108,,M,S,1,M,7,,,
1062109,3,S,M,2,M,6,1,I,A
1062110,11,S,S,6,M,1,2,,A
1062111,1,,A,2,M,7,2,C,
1062112,1,S,S,1,M,1,1,C,A
1062113,1,S,B,1,M,9,1,A,A
1062114,2,M,B,1,M,6,,A,K
1062115,1,M,B,1,M,4,,C,
1062116,1,S,B,1,M,2,2,,A
1062117,9,S,M,5,M,9,1,C,A
1062118,15,S,S,4,M,1,2,C,A
1062119,1,S,M,2,M,6,,H,A
1062120,0,M,U,2,M,1,1,B,C
1062121,2,S,S,3,M,7,2,A,A
1062122,,M,U,1,M,5,1,C,
1062123,13,S,M,2,M,5,1,C,A
1062124,5,M,U,2,M,5,1,C,B
1062125,,,U,,,,,,
1062126,14,S,S,6,M,8,2,,A
1062127,,,U,,,,,,
1062128,,,U,,,,,,
1062129,15,S,M,3,M,6,3,C,A
1062130,7,M,M,3,M,5,,I,
1062131,12,,U,2,M,7,2,G,
1062132,4,M,U,3,M,7,,,O
1062133,4,S,M,2,M,6,,I,A
1062134,1,S,S,1,M,6,1,C,A
1062135,15,S,M,4,M,6,1,C,A
1062136,4,S,A,3,M,8,1,C,A
1062137,6,,S,4,M,6,,C,
1062138,,,U,,,,,,
1062139,13,S,M,3,M,6,2,I,A
1062140,,,U,,,,,,
1062141,,,U,,,,,,
1062142,2,M,S,5,M,9,,,J
1062143,,,A,3,M,,,C,
1062144,9,S,S,2,M,4,,C,A
1062145,1,S,S,1,M,2,1,C,A
1062146,,,U,,,,,,
1062147,,,S,1,M,6,2,C,
1062148,8,S,S,3,M,6,,I,A
1062149,15,S,M,1,M,7,1,C,A
1062150,,,U,,,,,,
1062151,,,B,1,M,,,,
1062152,15,S,M,5,M,8,1,I,A
1062153,4,S,M,2,M,1,1,,A
1062154,,,S,2,M,7,1,G,
1062155,8,S,M,5,M,7,3,C,A
1062156,6,M,S,1,M,1,,C,B
1062157,9,S,M,5,M,8,1,I,A
1062158,,,U,,,,,,
1062159,1,S,A,2,M,5,1,I,A
1062160,7,S,S,4,M,3,2,,A
1062161,10,S,S,2,M,5,1,,A
1062162,,,U,1,M,,,A,
1062163,7,S,M,4,M,9,2,C,A
1062164,,,U,,,,,,
1062165,14,S,U,6,M,4,1,I,A
1062166,10,S,M,2,M,8,1,I,A
1062167,,,U,,,,,,
1062168,,,U,,M,,,,
1062169,,,U,,,,,,
1062170,15,M,M,6,M,6,3,I,O
1062171,15,S,M,4,M,8,2,C,A
1062172,,,U,,,,,,
1062173,6,S,B,1,M,6,2,C,A
1062174,1,S,S,1,M,5,1,C,A
1062175,15,S,U,3,M,4,1,,A
1062176,,,U,,,,,,
1062177,,,S,1,M,9,2,C,
1062178,10,S,M,3,M,6,,C,A
1062179,15,S,M,3,M,7,2,I,A
1062180,7,S,U,5,M,4,1,,A
1062181,2,S,U,4,M,5,,I,A
1062182,,,U,,,,,,
1062183,3,S,A,4,M,5,3,,A
1062184,,,S,2,M,8,,C,
1062185,15,S,M,6,M,3,3,,A
1062186,,,U,,,,,,
1062187,15,S,M,3,M,7,,I,A
1062188,10,M,S,1,M,6,,C,
1062189,,,U,,,,,,
1062190,,,U,,,,,,
1062191,7,S,M,3,M,7,2,C,A
1062192,10,S,M,3,M,6,,C,A
1062193,3,M,U,1,M,8,,C,
1062194,,,U,,,,,,
1062195,2,M,S,4,M,3,,C,O
1062196,,M,U,1,M,5,,,
1062197,1,M,S,6,M,5,3,C,L
1062198,,M,U,1,M,,,A,
1062199,1,M,S,2,M,7,1,C,J
1062200,14,M,S,3,M,2,1,C,A
1062201,,,U,,,,,,
1062202,,,U,,,,,,
1062203,2,S,A,4,M,7,1,I,A
1062204,,,U,,,,,,
1062205,15,S,S,3,M,9,1,I,A
1062206,8,S,M,2,M,6,,I,A
1062207,13,S,M,5,M,7,3,I,A
1062208,2,S,U,2,M,2,1,,A
1062209,,,U,1,M,,,A,
1062210,4,M,M,4,M,9,1,,B
1062211,,M,U,1,M,6,,A,
1062212,2,S,M,3,M,6,2,C,A
1062213,4,S,S,4,M,4,2,I,A
1062214,2,S,S,4,M,4,2,,A
1062215,3,,M,2,M,8,1,C,
1062216,2,S,M,2,M,7,2,C,A
1062217,,M,U,1,M,,,C,
1062218,15,S,M,4,M,6,2,G,A
1062219,15,S,M,6,M,6,2,,
1062220,,M,B,1,M,5,1,A,
1062221,,,U,,,,,,
1062222,3,,B,1,M,4,,C,
1062223,,,U,,,,,,
1062224,,,U,,,,,,
1062225,3,S,B,1,M,6,2,C,A
1062226,,,U,,,,,,
1062227,,,,,,,,,
1062228,3,S,M,3,M,3,1,,A
1062229,2,M,S,5,M,3,2,C,O
1062230,11,S,M,2,M,4,2,C,A
1062231,13,S,M,3,M,7,3,I,A
1062232,0,M,M,1,M,6,,B,D
1062233,,,U,,,,,,
1062234,5,M,M,3,M,6,,C,F
1062235,8,S,M,2,M,6,1,,A
1062236,7,S,M,2,M,4,,C,A
1062237,,,U,,,,,,
1062238,2,S,U,1,M,1,,A,A
1062239,,,U,,,,,,
1062240,,,U,,,,,,
1062241,,,U,,,,,,
1062242,,,U,,,,,,
1062243,4,S,M,2,M,7,,C,A
1062244,,,U,,,,,,
1062245,1,S,M,2,M,6,1,I,A
1062246,,,U,,,,,,
1062247,3,S,A,2,M,,,C,
1062248,6,S,A,3,M,2,2,I,A
1062249,4,M,M,2,M,4,1,C,D
1062250,6,S,M,2,M,7,2,C,A
1062251,7,M,U,2,M,6,,G,C
1062252,,,U,1,M,,,A,
1062253,,,U,,,,,,
1062254,15,S,M,3,M,7,2,C,A
1062255,15,S,M,3,M,9,1,,A
1062256,,,U,,,,,,
1062257,,,U,1,M,8,2,C,
1062258,2,M,S,1,M,1,1,C,K
1062259,,,U,,,,,,
1062260,,M,U,2,M,8,,I,
1062261,1,S,B,1,M,6,,,A
1062262,,,U,,,,,,
1062263,,,S,2,M,4,2,,
1062264,8,S,S,6,M,5,1,,B
1062265,,,B,1,M,6,,C,
1062266,,M,B,1,M,5,,A,
1062267,8,S,A,5,M,3,1,C,A
1062268,15,S,B,1,M,1,1,C,A
1062269,,,U,,,,,,
1062270,3,S,M,3,M,6,1,I,A
1062271,,,U,,,,,,
1062272,3,S,B,1,M,1,,A,
1062273,6,M,S,1,M,1,1,C,D
1062274,8,S,M,3,M,7,2,I,A
1062275,4,S,U,3,M,1,,,A
1062276,,M,S,1,M,6,2,C,
1062277,,,U,,,,,,
1062278,,,U,2,M,,,C,
1062279,15,S,M,3,M,9,,C,A
1062280,,,U,,,,,,
1062281,1,M,M,2,M,9,,C,C
1062282,,,U,,,,,,
1062283,,M,S,1,M,4,,C,
1062284,,,U,,,,,,
1062285,4,S,M,2,M,6,2,C,
1062286,4,M,U,2,M,5,,G,G
1062287,5,S,S,1,M,5,1,C,A
1062288,2,M,B,1,M,1,,C,E
1062289,,,U,,,,,,
1062290,,,U,,,,,,
1062291,15,S,M,3,M,6,1,,A
1062292,,,U,,,,,,
1062293,,,U,,,,,,
1062294,2,M,S,2,M,3,1,C,D
1062295,1,M,M,6,M,6,1,,B
1062296,15,,U,2,M,6,2,G,
1062297,9,S,U,3,M,3,2,I,A
